"Sub-Sector","Super Region","Sub-Sector Level 2","Sector","Sub-Sector Level 3","Time Level","Unit","Source","Super Region","Value","Date Value","Period Value"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.340","1995-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.910","1995-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","30.850","1995-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.140","1995-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.780","1995-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.830","1995-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.820","1995-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","26.580","1994-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.780","1994-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.530","1994-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","26.940","1994-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","28.270","1994-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.850","1994-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.130","1994-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","26.980","1994-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","24.970","1994-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","22.650","1994-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","22.230","1994-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","22.340","1994-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","21.700","1993-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","24.330","1993-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.070","1993-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","26.710","1993-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.310","1993-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.660","1993-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.430","1993-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.360","1993-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","32.260","1993-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.440","1993-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","30.760","1993-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.740","1993-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","30.100","1992-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","32.740","1992-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.500","1992-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.510","1992-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.560","1992-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.520","1992-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.780","1992-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.000","1992-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.500","1992-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.730","1992-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.180","1992-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.430","1992-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.410","1991-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.500","1991-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","36.590","1991-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.060","1991-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.630","1991-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.670","1991-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.050","1991-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.230","1991-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.280","1991-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","32.970","1991-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.320","1991-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","41.850","1991-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","48.150","1990-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.090","1990-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","62.310","1990-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","57.010","1990-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","46.600","1990-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","32.040","1990-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.480","1990-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.470","1990-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","32.670","1990-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","37.230","1990-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","39.070","1990-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","40.670","1990-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","40.130","1989-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","36.790","1989-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","36.870","1989-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","35.690","1989-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.990","1989-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","36.530","1989-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","37.220","1989-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","38.930","1989-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","40.230","1989-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","36.760","1989-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.530","1989-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.460","1989-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.550","1988-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","26.600","1988-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","27.520","1988-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","29.280","1988-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","30.420","1988-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.600","1988-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.210","1988-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","34.270","1988-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.690","1988-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","31.960","1988-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.570","1988-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","33.670","1988-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","37.620","1987-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","IMPORTED  CRUDE OIL REAL PRICE","MONTHLY","REAL DOLLARS PER BARREL","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","39.740","1987-11-30","m"
